Region,Year,data_min,data_max,q_min,q_max,n_total,n_plotted
Europe,2002,-18.060000000000002,22.310000000000002,-18.060000000000002,22.310000000000002,2771,2771
Europe,2003,-29.03,21.15,-29.03,21.15,2888,2888
Europe,2004,-28.05,11.739999999999995,-28.05,11.739999999999995,2969,2969
Europe,2005,-23.045,10.81,-23.045,10.81,3147,3147
Europe,2006,-21.810000000000002,34.44,-21.810000000000002,34.44,3294,3294
Europe,2007,-52.254999999999995,68.87,-52.254999999999995,68.87,3311,3311
Europe,2008,-73.545,47.535,-73.545,47.535,3386,3386
Europe,2009,-22.400000000000006,36.754999999999995,-22.400000000000006,36.754999999999995,3442,3442
Europe,2010,-27.94,29.895000000000003,-27.94,29.895000000000003,3525,3525
Europe,2011,-54.025000000000006,8.55,-54.025000000000006,8.55,3805,3805
Europe,2012,-25.049999999999997,47.995000000000005,-25.049999999999997,47.995000000000005,4078,4078
Europe,2013,-13.449999999999989,25.035000000000004,-13.449999999999989,25.035000000000004,3836,3836
Europe,2014,-28.960000000000008,11.649999999999999,-28.960000000000008,11.649999999999999,5475,5475
Europe,2015,-10.405000000000001,11.765,-10.405000000000001,11.765,5522,5522
Europe,2016,-26.669999999999998,14.099999999999994,-26.669999999999998,14.099999999999994,4799,4799
Europe,2017,-18.400000000000006,12.855000000000004,-18.400000000000006,12.855000000000004,5272,5272
Europe,2018,-12.105,34.360000000000014,-12.105,34.360000000000014,5236,5236
Europe,2019,-27.51,12.93,-27.51,12.93,5106,5106
Europe,2020,-10.069999999999999,50.56,-10.069999999999999,50.56,3732,3732
Europe,2021,-2.7350000000000003,18.889999999999986,-2.7350000000000003,18.889999999999986,283,283
Europe,2022,-0.15000000000000036,0.9299999999999997,-0.15000000000000036,0.9299999999999997,18,18
